Fid,Temp,Wind,Date_Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Area_accident_occured,Types_of_Junction,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity,Ambulace_Allocated,Ambulace_Pickedup,LATITUDE,LONGITUDE,Label
10.42.0.151-104.244.43.195-52419-443-6,28.5,3.7,16-11-22 10:58,40,Male,Employee,Above 10yr,Lorry (41?100Q),Office areas,Crossing,Collision with pedestrians,2,2,Other,Improper parking,Slight Injury,Yes,Yes,28.18021569,-80.67311917,0
202.77.129.150-10.42.0.42-80-40127-6,29,3.7,16-11-22 11:01,55,Male,Employee,Above 10yr,Pick up upto 10Q,Other,No junction,Vehicle with vehicle collision,2,2,Going straight,Other,Fatal injury,No,No,25.80850707,-80.21468621,1
199.59.148.84-10.42.0.151-443-58509-6,30,3,16-11-22 11:04,45,Male,Employee,5-10yr,Public (13?45 seats),Other,No junction,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the left,Fatal injury,Yes,Yes,28.12730594,-80.62781084,0
173.241.242.143-10.42.0.42-443-35075-6,29.5,3,16-11-22 11:10,55,Male,Employee,2-5yr,Automobile,  Recreational areas,No junction,Collision with pedestrians,2,2,Going straight,Changing lane to the right,Fatal injury,Yes,Yes,33.77139,-84.282931,0
172.217.7.8-10.42.0.42-443-38071-6,29.5,2.1,16-11-22 11:13,35,Female,Owner,2-5yr,Pick up upto 10Q, Church areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,33.93851279,-84.2953177,1
192.229.173.173-10.42.0.151-80-36240-6,29,4.2,16-11-22 11:18,35,Male,Employee,Below 1yr,Automobile,  Recreational areas,No junction,Collision with roadside objects,2,1,Going straight,Overspeed,Slight Injury,No,No,33.86825056,-84.30187341,1
172.217.11.14-10.42.0.211-443-45965-6,30,2.6,16-11-22 11:19,45,Male,Owner,Above 10yr,Lorry (41?100Q),School areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Serious Injury,Yes,Yes,33.97191051,-84.33924725,0
10.42.0.211-10.42.0.1-4554-53-17,29,2.5,16-11-22 11:22,35,Female,Employee,Above 10yr,Automobile, Church areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Serious Injury,No,No,32.01721067,-81.110421,1
172.217.6.206-10.42.0.151-443-43809-6,30,1.8,16-11-22 11:25,55,Male,Employee,2-5yr,Lorry (41?100Q),Office areas,Other,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Fatal injury,Yes,Yes,33.89563969,-84.14322394,0
10.42.0.211-61.174.50.211-41754-8080-6,29,2.3,16-11-22 11:27,45,Male,Employee,2-5yr,Lorry (41?100Q),Residential areas,Other,Rollover,2,1,Going straight,No distancing,Fatal injury,No,No,33.92356862,-84.21050033,1
10.42.0.151-104.244.43.195-40148-443-6,24,3.4,16-11-22 11:35,45,Male,Employee,Above 10yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,1,Moving Backward,No priority to pedestrian,Slight Injury,Yes,Yes,34.07965,-84.296021,0
10.42.0.211-23.21.51.186-50298-443-6,26,1.7,16-11-22 11:37,40,Male,Employee,5-10yr,Public (13?45 seats),Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,32.04753482,-81.18452428,1
10.42.0.211-64.71.142.124-55663-443-6,22,2.1,16-11-22 11:38,40,Male,Employee,Below 1yr,Automobile, Industrial areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury,Yes,Yes,33.82940708,-84.30962357,0
203.205.147.229-10.42.0.151-80-41016-6,23.2,2.6,16-11-22 11:42,40,Male,Employee,Below 1yr,Other, Church areas,Crossing,Collision with pedestrians,2,1,Going straight,Other,Slight Injury,Yes,Yes,33.69092257,-84.50672013,0
174.35.73.199-10.42.0.211-80-41845-6,23,5.8,16-11-22 11:43,45,Male,Employee,Below 1yr,Other,Office areas,Y Shape,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight Injury,Yes,Yes,30.97301467,-83.2142948,0
10.42.0.211-10.42.0.1-31292-53-17,22,4.7,16-11-22 11:53,45,Male,Employee,5-10yr,Other,Office areas,Y Shape,Collision with roadside objects,2,3,Moving Backward,Changing lane to the left,Slight Injury,Yes,Yes,33.94977662,-84.50906077,0
10.42.0.1-10.42.0.42-53-43910-17,30,5.8,16-11-22 11:54,35,Male,Owner,5-10yr,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight Injury,Yes,Yes,32.4923,-84.933531,0
10.42.0.151-119.146.74.34-35396-80-6,34,5,16-11-22 11:57,50,Male,Owner,5-10yr,Other,Other,Y Shape,Rollover,2,3,Other,Changing lane to the left,Slight Injury,No,No,31.26202255,-83.9706388,1
10.42.0.211-104.192.110.245-59861-443-6,34,3.8,16-11-22 12:02,60,Male,Employee,5-10yr,Lorry (41?100Q),Office areas,No junction,Vehicle with vehicle collision,1,1,Other,No priority to vehicle,Slight Injury,No,No,33.79435868,-84.28980714,1
198.11.188.78-10.42.0.211-443-51717-6,24,2.9,16-11-22 12:02,30,Male,Employee,2-5yr,Public (12 seats),Other,No junction,Vehicle with vehicle collision,3,1,Going straight,No distancing,Slight Injury,Yes,Yes,32.83438193,-83.63977861,0
10.42.0.211-10.42.0.1-16028-53-17,30,2.9,16-11-22 12:06,25,Male,Employee,5-10yr,Lorry (41?100Q), Industrial areas,No junction,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,32.86115,-83.576561,0
203.205.151.47-10.42.0.151-80-39626-6,33,3.5,16-11-22 12:09,25,Male,Employee,2-5yr,Public (12 seats),Residential areas,No junction,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,32.57006918,-82.16443917,0
157.240.18.19-10.42.0.211-443-59005-6,34,2.4,16-11-22 12:18,35,Male,Employee,Below 1yr,Lorry (41?100Q),Other,T Shape,Vehicle with vehicle collision,2,1,Going straight,Driving at high speed,Slight Injury,No,No,33.67724545,-84.4764795,1
209.10.120.26-10.42.0.211-80-53785-6,24,1.5,16-11-22 12:19,25,Male,Employee,2-5yr,Other,Other,T Shape,Collision with roadside objects,2,1,Other,No distancing,Slight Injury,No,No,32.86200627,-83.78495184,1
8.8.8.8-10.42.0.42-53-50954-17,31,2.4,16-11-22 12:20,50,Male,Employee,2-5yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,33.65405,-84.449861,1
10.42.0.211-104.192.110.245-59867-443-6,32,3.3,16-11-22 12:31,80,Male,Employee,2-5yr,Car,Other,No junction,Vehicle with vehicle collision,2,1,Getting off,Changing lane to the left,Slight Injury,No,No,34.27181581,-84.44685146,1
10.42.0.1-10.42.0.42-53-64018-17,16,3.6,16-11-22 12:34,50,Male,Employee,5-10yr,Public (> 45 seats),Other,No junction,Collision with roadside objects,1,1,Going straight,Getting off the vehicle improperly,Slight Injury,No,No,33.51723041,-84.7338492,1
10.42.0.42-106.39.169.66-57113-80-6,24,3.1,16-11-22 12:35,35,Male,Employee,5-10yr,Lorry (41?100Q),Residential areas,Crossing,Collision with roadside objects,2,1,Going straight,Other,Slight Injury,Yes,Yes,34.16604,-84.413981,0
10.42.0.42-52.52.71.203-34964-443-6,18,2.1,16-11-22 12:44,40,Male,Employee,1-3yr,Other,Office areas,Crossing,Vehicle with vehicle collision,2,1,Going straight,Other,Slight Injury,No,No,33.91956,-84.348921,1
10.42.0.151-111.221.77.144-43477-40028-17,29,3,16-11-22 12:54,60,Male,Owner,5-10yr,Other,Office areas,No junction,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury,Yes,Yes,34.11994554,-84.47613836,0
216.58.219.202-10.42.0.151-443-40610-6,29,3.4,16-11-22 12:54,25,Male,Employee,2-5yr,Automobile,Other,No junction,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury,Yes,Yes,34.61240361,-83.52210907,0
10.42.0.211-106.39.169.66-60138-443-6,31,2.8,16-11-22 12:56,40,Male,Employee,Below 1yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,2,Going straight,Overtaking,Slight Injury,Yes,Yes,33.84095957,-84.38169647,0
172.217.12.163-10.42.0.151-443-56981-6,27,1.9,16-11-22 13:09,60,Male,Employee,1-2yr,Pick up upto 10Q,Office areas,Y Shape,Collision with roadside objects,1,1,Moving Backward,No priority to pedestrian,Serious Injury,No,No,21.38729034,-157.7516397,1
216.58.219.196-10.42.0.211-443-50665-6,42,3.8,16-11-22 13:17,40,Male,Employee,Below 1yr,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,2,Going straight,No distancing,Slight Injury,Yes,Yes,21.32717784,-157.8446922,0
172.217.7.227-10.42.0.211-80-42392-6,28,2.6,16-11-22 13:25,50,Male,Employee,Above 10yr,Car,Other,Y Shape,Vehicle with vehicle collision,2,2,Other,Changing lane to the right,Slight Injury,No,No,21.43535663,-158.1844482,1
10.42.0.211-36.110.213.49-56940-80-6,32,4.3,16-11-22 13:29,40,Male,Employee,Below 1yr,Other,Other,Y Shape,Vehicle with vehicle collision,2,2,Going straight,Driving carelessly,Slight Injury,Yes,Yes,21.47630602,-158.0183787,0
10.42.0.151-31.13.69.229-50432-443-6,35,6.8,16-11-22 13:33,55,Male,Employee,2-5yr,Automobile,Residential areas,Other,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury,No,No,43.87060689,-111.7759665,1
172.217.10.10-10.42.0.42-443-51505-6,26,2.7,16-11-22 13:52,45,Male,Employee,1-2yr,Stationwagen,Other,No junction,Vehicle with vehicle collision,1,1,Going straight,Overtaking,Serious Injury,Yes,Yes,46.37294614,-116.9857192,0
10.42.0.211-52.86.21.31-51498-443-6,32,2,16-11-22 14:03,35,Male,Employee,5-10yr,Other,Office areas,Y Shape,Vehicle with vehicle collision,3,2,Going straight,Other,Slight Injury,No,No,39.40977023,-123.3356479,1
222.73.28.96-10.42.0.211-80-58706-6,27,1.8,16-11-22 14:06,40,Male,Owner,Below 1yr,Car,Office areas,Y Shape,Collision with roadside objects,3,2,,Driving to the left,Slight Injury,No,No,39.37200788,-121.0479875,1
202.77.129.230-10.42.0.42-80-42302-6,35,2.5,16-11-22 14:14,35,Male,Employee,Below 1yr,Ridden horse,Other,Y Shape,Vehicle with vehicle collision,3,2,Moving Backward,Driving at high speed,Slight Injury,Yes,Yes,38.18409419,-122.2584505,0
172.217.11.46-10.42.0.151-443-42331-6,29,2.6,16-11-22 14:27,40,Male,Employee,Below 1yr,Car,Other,No junction,Collision with pedestrians,2,1,,Unknown,Slight Injury,No,No,39.2206393,-121.0676999,1
10.42.0.211-61.174.50.211-41754-8080-6,28,2.7,16-11-22 14:30,25,Male,Employee,1-2yr,Other,Other,No junction,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,36.6363943,-121.8028948,0
172.217.12.170-10.42.0.211-443-40186-6,30,3.8,16-11-22 14:36,50,Male,Owner,5-10yr,Lorry (41?100Q),Office areas,Y Shape,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury,Yes,Yes,39.24594859,-121.0550827,0
10.42.0.211-10.42.0.1-50697-53-17,32,5.1,16-11-22 14:47,30,Male,Employee,2-5yr,Lorry (41?100Q),Office areas,Y Shape,Vehicle with vehicle collision,2,1,,Other,Slight Injury,No,No,38.53783482,-122.4681389,1
10.42.0.211-106.11.135.2-41593-443-6,32,1.9,16-11-22 14:54,60,Male,Owner,Below 1yr,Lorry (41?100Q),Other,Y Shape,Rollover,1,1,Going straight,No priority to vehicle,Slight Injury,No,No,39.13236864,-123.1627859,1
10.42.0.211-54.204.26.20-35827-443-6,34,1.3,16-11-22 15:06,55,Male,Employee,5-10yr,Stationwagen, Church areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,38.31916632,-122.3125114,0
10.42.0.211-104.192.110.245-38733-443-6,28,1.3,16-11-22 15:18,40,Male,Employee,5-10yr,Lorry (41?100Q), Industrial areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,36.64601156,-121.6661751,1
10.42.0.211-119.146.74.31-58662-443-6,29,2.9,16-11-22 15:27,45,Male,Employee,5-10yr,Automobile,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight Injury,Yes,Yes,38.56569225,-122.4401624,0
172.217.11.42-10.42.0.151-443-58367-6,27,4.8,16-11-22 15:28,40,Male,Employee,2-5yr,Automobile,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,No,No,36.70771098,-121.6441685,1
183.79.248.124-10.42.0.151-443-44383-6,28,3.7,16-11-22 15:41,60,Female,Employee,Above 10yr,Pick up upto 10Q,Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury,Yes,Yes,38.50308763,-122.4698428,0
10.42.0.211-123.125.115.164-57370-443-6,35,1.6,16-11-22 15:42,40,Male,Employee,5-10yr,Taxi,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,39.13899994,-123.2095564,1
10.42.0.151-31.13.80.5-40144-443-6,27,2.6,16-11-22 15:54,45,Male,Employee,Above 10yr,Car,  Recreational areas,No junction,Vehicle with vehicle collision,1,1,Other,Changing lane to the right,Slight Injury,Yes,Yes,38.34474229,-122.3127305,0
10.42.0.151-10.42.0.1-65271-53-17,25,2.2,16-11-22 15:55,45,Male,Employee,2-5yr,Automobile,Other,No junction,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,40.8588,-73.909381,0
203.130.53.126-10.42.0.211-80-53628-6,32,1.1,16-11-22 16:01,50,Male,Employee,Below 1yr,Car, Church areas,No junction,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,38.29925679,-122.2790225,0
10.42.0.42-64.71.142.120-52135-80-6,30,2.6,16-11-22 16:05,40,Male,Employee,Below 1yr,Long lorry,Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,39.23540211,-123.2034902,0
10.42.0.211-10.42.0.1-49105-53-17,30,4.7,16-11-22 16:16,35,Male,Owner,5-10yr,Public (12 seats),Office areas,Y Shape,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,44.489973,-116.013456,0
172.217.7.131-10.42.0.151-443-52492-6,35,2.6,16-11-22 16:24,60,Male,Employee,2-5yr,Pick up upto 10Q,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Overturning,Slight Injury,No,No,43.66205,-116.689691,1
10.42.0.151-10.42.0.1-56634-53-17,30,2.8,16-11-22 16:28,50,Male,Employee,Below 1yr,Car,Office areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,No,No,47.74580604,-116.8351496,1
10.42.0.211-66.102.255.61-51790-80-6,29,3.2,16-11-22 16:34,80,Male,Employee,2-5yr,Other,Office areas,Y Shape,Collision with pedestrians,1,1,Moving Backward,No distancing,Slight Injury,Yes,Yes,46.421128,-117.0248744,0
10.42.0.211-123.125.29.220-52060-80-6,30,5,16-11-22 16:38,30,Male,Employee,5-10yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury,Yes,Yes,48.774093,-116.295002,0
208.185.50.25-10.42.0.42-443-48228-6,41,3.4,16-11-22 16:39,75,Male,Employee,Above 10yr,Automobile,Residential areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury,Yes,Yes,48.17058981,-116.132023,0
10.42.0.42-111.206.25.159-40641-80-6,25,1.3,16-11-22 16:47,40,Male,Employee,Above 10yr,Pick up upto 10Q,  Recreational areas,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury,No,No,47.71481,-116.897221,1
172.217.11.34-10.42.0.211-443-56075-6,33,1.3,16-11-22 16:50,40,Male,Employee,5-10yr,Lorry (41?100Q), Church areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight Injury,No,No,47.72597084,-116.9019564,1
10.42.0.211-66.198.24.240-33194-80-6,38,2,16-11-22 16:53,40,Male,Employee,1-2yr,Lorry (41?100Q),Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury,No,No,41.95224072,-88.20651003,1
10.42.0.151-10.42.0.1-18835-53-17,35,2.6,16-11-22 16:58,35,Male,Employee,5-10yr,Long lorry,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury,No,No,41.75916868,-88.18496245,1
10.42.0.151-10.42.0.1-36523-53-17,30,1.8,16-11-22 16:59,45,Male,Employee,5-10yr,Public (> 45 seats),Other,Y Shape,Collision with roadside objects,2,2,Going straight,Overtaking,Slight Injury,No,No,41.56126855,-88.19833396,1
10.42.0.211-106.39.169.66-51902-80-6,28,1.3,16-11-22 17:00,45,Male,Employee,1-2yr,Public (> 45 seats),Residential areas,Y Shape,Vehicle with vehicle collision,2,2,Getting off,Changing lane to the left,Slight Injury,Yes,Yes,41.59512277,-87.60670377,0
10.42.0.211-88.212.201.196-41474-443-6,29,2.7,16-11-22 17:07,60,Male,Owner,5-10yr,Automobile,School areas,No junction,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury,No,No,41.78959428,-88.20165943,1
10.42.0.211-61.135.185.139-54816-80-6,29,2.6,16-11-22 17:10,75,Male,Owner,Above 10yr,Automobile, Church areas,No junction,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight Injury,Yes,Yes,41.55464566,-87.83005701,0
10.42.0.211-10.42.0.1-63495-53-17,24,2.9,16-11-22 17:13,45,Female,Owner,Below 1yr,Automobile,Other,No junction,Vehicle with vehicle collision,2,1,Turnover,Overloading,Slight Injury,Yes,Yes,41.92802852,-87.69071242,0
10.42.0.151-72.21.206.121-56972-443-6,28,3.4,16-11-22 17:16,40,Male,Owner,5-10yr,Other,Other,Y Shape,Vehicle with vehicle collision,2,1,Moving Backward,Other,Slight Injury,Yes,Yes,41.88315569,-88.02157754,0
10.42.0.211-52.84.134.65-41276-443-6,30,4.6,16-11-22 17:17,45,Male,Employee,Above 10yr,Public (12 seats),Office areas,Y Shape,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury,No,No,41.55637525,-87.7201699,1
10.42.0.211-123.125.29.220-57859-80-6,29,1.7,16-11-22 17:24,70,Male,Employee,Below 1yr,Automobile,Office areas,Y Shape,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the right,Slight Injury,Yes,Yes,41.53047569,-88.08284682,0
157.55.56.174-10.42.0.151-40022-43477-17,35,2.8,16-11-22 17:26,20,Male,Employee,1-2yr,Stationwagen,Other,Y Shape,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury,No,No,41.9937359,-87.70491834,1
10.42.0.211-10.42.0.1-44088-53-17,28,4.7,16-11-22 17:33,30,Female,Employee,Above 10yr,Automobile, Hospital areas,No junction,Rollover,2,1,,Changing lane to the left,Slight Injury,Yes,Yes,41.63372289,-87.63270052,0
192.229.173.173-10.42.0.151-443-50307-6,28,6.7,16-11-22 17:35,55,Male,Owner,Above 10yr,Automobile,Other,No junction,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury,No,No,37.77354859,-89.02559177,1
10.42.0.211-10.42.0.1-3715-53-17,30,7.2,16-11-22 17:43,40,Male,Employee,Above 10yr,Automobile,Other,Y Shape,Vehicle with vehicle collision,2,2,,No distancing,Slight Injury,Yes,Yes,39.67093,-86.302421,0
10.42.0.211-106.39.162.36-60682-80-6,29,6,16-11-22 17:44,30,Male,Employee,No Licence,Car,Other,Y Shape,Vehicle with vehicle collision,2,2,Going straight,No priority to vehicle,Slight Injury,No,No,38.65803971,-87.18420594,1
219.142.78.162-10.42.0.211-80-41516-6,29,2.8,16-11-22 18:05,35,Male,Employee,1-2yr,Car,Other,Y Shape,Collision with roadside objects,2,2,,No distancing,Slight Injury,No,No,41.53083321,-88.0821272,1
172.217.12.206-10.42.0.211-80-39265-6,28,1.4,16-11-22 18:07,40,Male,Owner,1-2yr,Pick up upto 10Q,Other,Other,Vehicle with vehicle collision,4,2,Going straight,No distancing,Slight Injury,Yes,Yes,42.0936275,-88.03548412,0
192.229.173.173-10.42.0.211-80-48503-6,28,2.2,16-11-22 18:12,55,Male,Owner,Below 1yr,Turbo, Hospital areas,Other,Vehicle with vehicle collision,4,2,Going straight,Moving Backward,Slight Injury,No,No,41.89125369,-87.70274621,1
10.42.0.211-10.42.0.1-33855-53-17,26,2.3,16-11-22 18:13,40,Male,Owner,1-2yr,Pick up upto 10Q,Other,Other,Vehicle with vehicle collision,4,2,Going straight,Changing lane to the right,Slight Injury,Yes,Yes,42.01224663,-87.70632251,0
10.42.0.211-108.168.180.114-52420-5222-6,22,2.7,16-11-22 18:33,40,Male,Owner,2-5yr,Other,Other,Other,Collision with roadside objects,4,2,Going straight,No priority to pedestrian,Slight Injury,Yes,Yes,40.49656674,-89.03408508,0
203.90.242.126-10.42.0.211-80-32838-6,33,3,16-11-22 18:38,55,Male,Owner,5-10yr,Stationwagen,Other,Other,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Serious Injury,No,No,41.426002,-87.36301603,1
10.42.0.211-10.42.0.1-31982-53-17,28,1.8,16-11-22 18:50,60,Male,Owner,Above 10yr,Pick up upto 10Q,Office areas,Other,Vehicle with vehicle collision,2,1,Other,Getting off the vehicle improperly,Serious Injury,No,No,39.20545,-85.903261,1
